State,County,factor_1,contribution_1,factor_2,contribution_2,factor_3,contribution_3,predicted_life_expectancy,actual_life_expectancy
Georgia,Baldwin,E_TOTCR,-0.818949671,Sleeping less than 7 hours among adults aged >=18 years,-0.515409368,Household Income (Pacific Islander),-0.419027287,71.74644728776893,72.7
Georgia,Banks,% Unemployed,-0.480251064,E_TOTCR,-0.412954214,E_UNEMP,0.29379341633697365,74.22837808699886,73.9
Georgia,Barrow,E_TOTCR,-0.832089927,% Food Insecure,0.6141292976744643,Current asthma among adults aged >=18 years,0.5138958586498932,75.50139584943295,74.9
Georgia,Berrien,% Food Insecure,-1.152138976,Cervical cancer screening among adult women aged 21-65 years,-0.563009576,Household Income (Pacific Islander),-0.437177693,71.64000213818122,71.2
Georgia,Bibb,E_TOTCR,-0.890277413,Sleeping less than 7 hours among adults aged >=18 years,-0.756388049,Current asthma among adults aged >=18 years,-0.649544438,70.89086368438105,70.6
Georgia,Brantley,% Food Insecure,-0.647490898,Cervical cancer screening among adult women aged 21-65 years,-0.61066444,Current asthma among adults aged >=18 years,-0.494419065,72.49032036425939,71.5
Georgia,Burke,Current asthma among adults aged >=18 years,-0.882232497,Sleeping less than 7 hours among adults aged >=18 years,-0.745434473,% Unemployed,0.6701861788770708,72.16087409581377,73
Georgia,Butts,E_TOTCR,-0.904986136,Sleeping less than 7 hours among adults aged >=18 years,-0.493502215,Average Grade Performance,-0.262560378,72.49338809758251,71.9
Georgia,Camden,Current asthma among adults aged >=18 years,0.591458545,Cervical cancer screening among adult women aged 21-65 years,0.31860541,Average Grade Performance,0.26777117884744567,75.70272083892166,76.5
Georgia,Catoosa,Obesity among adults aged >=18 years,0.5963134320851649,Current asthma among adults aged >=18 years,0.591458545,E_TOTCR,-0.412954214,76.29999649839822,75.3
Georgia,Chatham,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,% Food Insecure,0.36180525861029295,E_TOTCR,-0.358248201,75.33034646262891,75.6
Georgia,Chattahoochee,Current asthma among adults aged >=18 years,0.9017092908852968,E_TOTCR,-0.805253,% Food Insecure,-0.647490898,74.73536849640226,75.4
Georgia,Cherokee,Current asthma among adults aged >=18 years,1.1343973502265396,Household Income (Pacific Islander),1.1205337186085402,% Food Insecure,0.8664533367386357,79.42052289997268,79.4
Georgia,Clinch,% Food Insecure,-1.404463015,Current asthma among adults aged >=18 years,-1.27004593,Cervical cancer screening among adult women aged 21-65 years,-0.753629032,68.98424621,69.8
Georgia,Cobb,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,1.0568346637794592,Cervical cancer screening among adult women aged 21-65 years,0.985773508,79.21983003293379,79.1
Georgia,Colquitt,% Food Insecure,-0.899814937,Household Income (Pacific Islander),-0.517329887,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,70.83183128812477,71.6
Georgia,Columbia,Current asthma among adults aged >=18 years,0.9792719773323787,Household Income (Pacific Islander),0.9117604875625518,% Food Insecure,0.8664533367386357,78.78765464023641,78.4
Georgia,Cook,% Food Insecure,-0.647490898,Household Income (Pacific Islander),-0.446557823,E_TOTCR,-0.412954214,71.85955657140718,71.8
Georgia,Crisp,Current asthma among adults aged >=18 years,-0.959795184,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.745434473,69.83487347822887,70.1
Georgia,Dodge,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.57017725,Household Income (Pacific Islander),-0.55679613,71.88335197331755,71.3
Georgia,Dougherty,Current asthma among adults aged >=18 years,-1.114920557,Sleeping less than 7 hours among adults aged >=18 years,-0.789248779,E_UNEMP,-0.653087205,70.40104480499588,70.3
Georgia,Douglas,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.8189814835774405,E_TOTCR,-0.548449542,75.93635166161489,75.6
Georgia,Elbert,Current asthma among adults aged >=18 years,-0.494419065,Household Income (Pacific Islander),-0.443392392,E_TOTCR,-0.412954214,71.97973104,71.1
Georgia,Emanuel,% Food Insecure,-0.899814937,Current asthma among adults aged >=18 years,-0.649544438,Sleeping less than 7 hours among adults aged >=18 years,-0.646852285,70.40427165234281,70.1
Georgia,Evans,Current asthma among adults aged >=18 years,-0.649544438,Sleeping less than 7 hours among adults aged >=18 years,-0.471595062,Household Income (Pacific Islander),-0.429917531,70.86819853251534,70.7
Georgia,Fannin,Obesity among adults aged >=18 years,0.500869964,Current asthma among adults aged >=18 years,0.43633317220281276,% Food Insecure,-0.395166859,74.91428944876829,74.1
Georgia,Fayette,% Food Insecure,1.3711014148669785,Current asthma among adults aged >=18 years,1.2895227231207005,Household Income (Pacific Islander),1.2471219108646905,80.22628120471445,79.5
Georgia,Franklin,% Food Insecure,-0.647490898,E_TOTCR,-0.412954214,Cervical cancer screening among adult women aged 21-65 years,-0.372390119,72.59410674285894,72.1
Georgia,Gilmer,Current asthma among adults aged >=18 years,0.591458545,E_TOTCR,-0.412954214,% Food Insecure,-0.395166859,75.23721874114437,75.4
Georgia,Habersham,E_TOTCR,-0.412954214,E_UNEMP,0.3407451075427449,Current asthma among adults aged >=18 years,0.2812077993086518,75.24227401,74.8
Georgia,Hancock,Current asthma among adults aged >=18 years,-1.03735787,Sleeping less than 7 hours among adults aged >=18 years,-0.997366731,Household Income (Pacific Islander),-0.741581784,70.20020741934844,70.7
Georgia,Hart,E_TOTCR,-0.412954214,Household Income (Pacific Islander),-0.364024297,Sleeping less than 7 hours among adults aged >=18 years,-0.340152145,73.40042536080178,74.2
Georgia,Henry,% Food Insecure,1.3711014148669785,E_TOTCR,-0.919171841,Cervical cancer screening among adult women aged 21-65 years,0.8189814835774405,76.00460222199112,75.3
Georgia,Houston,E_TOTCR,-0.748085884,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,75.41390862177606,75
Georgia,Irwin,Sleeping less than 7 hours among adults aged >=18 years,-0.592084403,E_TOTCR,-0.412954214,% Food Insecure,-0.395166859,71.96053893746763,71.7
Georgia,Jasper,E_TOTCR,-0.904986136,Current asthma among adults aged >=18 years,-0.339293692,Sleeping less than 7 hours among adults aged >=18 years,-0.318244992,72.90686398484816,73.8
Georgia,Jeff Davis,% Food Insecure,-1.152138976,Household Income (Pacific Islander),-0.522731447,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,71.52688673991224,70.7
Georgia,Johnson,% Food Insecure,-0.647490898,Sleeping less than 7 hours among adults aged >=18 years,-0.592084403,E_UNEMP,-0.419371522,71.37278051,71.8
Georgia,Liberty,Sleeping less than 7 hours among adults aged >=18 years,-0.712573744,E_UNEMP,-0.468514725,Cervical cancer screening among adult women aged 21-65 years,0.41391513855154666,73.01877790937115,72.9
Georgia,Lincoln,Sleeping less than 7 hours among adults aged >=18 years,-0.493502215,E_TOTCR,-0.412954214,E_NOINT,0.41033325546700733,74.23187202384432,74.7
Georgia,Lowndes,E_TOTCR,-0.412954214,Sleeping less than 7 hours among adults aged >=18 years,-0.373012875,Household Income (Pacific Islander),-0.309311712,73.77540524414334,73.5
Georgia,Lumpkin,E_TOTCR,-0.412954214,% Food Insecure,0.36180525861029295,Current asthma among adults aged >=18 years,0.3587704857557323,75.85305050379935,75.3
Georgia,McDuffie,Current asthma among adults aged >=18 years,-0.727107125,Sleeping less than 7 hours among adults aged >=18 years,-0.526362945,% Unemployed,0.4610157711314363,72.71496523874202,71.9
Georgia,Madison,% Food Insecure,-0.899814937,E_TOTCR,-0.412954214,Obesity among adults aged >=18 years,0.30130634753969426,73.40713218322821,74.2
Georgia,Marion,Sleeping less than 7 hours among adults aged >=18 years,-0.44968791,Household Income (Pacific Islander),-0.417168686,E_TOTCR,-0.412954214,73.11384085444267,73.4
Georgia,Meriwether,Current asthma among adults aged >=18 years,-0.804669811,Sleeping less than 7 hours among adults aged >=18 years,-0.690666591,% Food Insecure,-0.647490898,70.85005166877134,70.8
Georgia,Monroe,E_TOTCR,-0.904986136,Household Income (Pacific Islander),0.4372653113126691,Current asthma among adults aged >=18 years,0.43633317220281276,75.22100018651503,74.5
Georgia,Morgan,E_TOTCR,-1.276443282,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.5330522988532799,75.54362250165391,75.8
Georgia,Muscogee,E_TOTCR,-0.904986136,Sleeping less than 7 hours among adults aged >=18 years,-0.822109508,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,72.74299209624078,72
Georgia,Oconee,Current asthma among adults aged >=18 years,1.4446480960148629,Household Income (Pacific Islander),1.4112306225966256,% Food Insecure,1.118777375802807,80.76950282893073,79.8
Georgia,Paulding,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.817146051,Current asthma among adults aged >=18 years,0.6690212315440555,77.32677802722975,76.9
Georgia,Pickens,Current asthma among adults aged >=18 years,0.591458545,E_TOTCR,-0.412954214,Household Income (Pacific Islander),0.36001718298017094,75.59929639074423,75.1
Georgia,Putnam,E_TOTCR,-0.904986136,Sleeping less than 7 hours among adults aged >=18 years,-0.373012875,Cervical cancer screening among adult women aged 21-65 years,0.2947779782498133,74.07149559795585,74
Georgia,Richmond,Sleeping less than 7 hours among adults aged >=18 years,-0.712573744,E_TOTCR,-0.644352636,Current asthma among adults aged >=18 years,-0.494419065,71.88019460171975,71.4
Georgia,Seminole,% Food Insecure,-0.647490898,Sleeping less than 7 hours among adults aged >=18 years,-0.526362945,Household Income (Pacific Islander),-0.470806766,71.91083478758566,72.7
Georgia,Stewart,Sleeping less than 7 hours among adults aged >=18 years,-0.789248779,Household Income (Pacific Islander),-0.708823931,% Food Insecure,-0.647490898,70.64843208815427,71
Georgia,Sumter,Current asthma among adults aged >=18 years,-0.727107125,Sleeping less than 7 hours among adults aged >=18 years,-0.646852285,Household Income (Pacific Islander),-0.633085916,71.32606144636951,72
Georgia,Tattnall,Household Income (Pacific Islander),-0.483149042,Average Grade Performance,-0.461434711,Sleeping less than 7 hours among adults aged >=18 years,-0.438734333,71.55582766077795,72.5
Georgia,Terrell,Current asthma among adults aged >=18 years,-1.192483243,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.745434473,69.63100902853625,70.3
Georgia,Thomas,Sleeping less than 7 hours among adults aged >=18 years,-0.438734333,Current asthma among adults aged >=18 years,-0.416856379,E_TOTCR,-0.412954214,72.88966059437391,72.8
Georgia,Towns,% Food Insecure,-0.647490898,Current asthma among adults aged >=18 years,0.5138958586498932,Obesity among adults aged >=18 years,0.500869964,76.24209152783449,75.8
Georgia,Treutlen,% Food Insecure,-1.656787054,E_UNEMP,-0.733664345,Household Income (Pacific Islander),-0.578954145,70.39917916399746,70.3
Georgia,Troup,E_TOTCR,-0.800199266,Obesity among adults aged >=18 years,-0.531654832,Current asthma among adults aged >=18 years,-0.339293692,72.45133593404013,72.3
Georgia,Union,Current asthma among adults aged >=18 years,0.6690212315440555,Obesity among adults aged >=18 years,0.3620431002402323,Cervical cancer screening among adult women aged 21-65 years,0.2947779782498133,76.98423693591246,77.6
Georgia,Walker,E_TOTCR,-0.412954214,% Food Insecure,-0.395166859,Sleeping less than 7 hours among adults aged >=18 years,-0.340152145,74.00372212192168,73.3
Georgia,Walton,E_TOTCR,-0.975721513,Current asthma among adults aged >=18 years,0.5138958586498932,Cervical cancer screening among adult women aged 21-65 years,0.41391513855154666,75.46525632,74.7
Georgia,Warren,Current asthma among adults aged >=18 years,-1.192483243,Sleeping less than 7 hours among adults aged >=18 years,-0.833063084,Household Income (Pacific Islander),-0.50318709,70.59867688469615,71.1
Georgia,Washington,Sleeping less than 7 hours among adults aged >=18 years,-0.789248779,Current asthma among adults aged >=18 years,-0.571981752,E_TOTCR,-0.531288199,71.96021368701581,71.7
Georgia,Whitfield,E_TOTCR,-0.412954214,Current asthma among adults aged >=18 years,0.3587704857557323,Cervical cancer screening among adult women aged 21-65 years,-0.324735255,74.99813775112598,75.1
Georgia,Wilkes,Current asthma among adults aged >=18 years,-0.649544438,Sleeping less than 7 hours among adults aged >=18 years,-0.60303798,Household Income (Pacific Islander),-0.493690798,72.36443556911449,72
Georgia,Worth,Household Income (Pacific Islander),-0.429946571,E_TOTCR,-0.412954214,% Food Insecure,-0.395166859,72.67712452,72.9
Idaho,Ada,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,1.0568346637794592,Obesity among adults aged >=18 years,0.8999971955878553,79.98792575472467,79.7
Idaho,Bear Lake,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,Cervical cancer screening among adult women aged 21-65 years,-0.443872416,77.24420704065756,77.9
Idaho,Benewah,Cervical cancer screening among adult women aged 21-65 years,-0.872766193,% Unemployed,0.4958775057557086,Current asthma among adults aged >=18 years,-0.494419065,74.30930232756609,73.9
Idaho,Bingham,Cervical cancer screening among adult women aged 21-65 years,-0.848938761,% Food Insecure,0.6141292976744643,E_TOTCR,0.5711096298136862,76.02563263,75.1
Idaho,Boise,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.43633317220281276,Obesity among adults aged >=18 years,0.42277985294077025,78.35611220991727,79.1
Idaho,Bonneville,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.43633317220281276,Obesity among adults aged >=18 years,0.3620431002402323,77.56753395919003,76.9
Idaho,Canyon,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,-0.515354712,Visits to doctor for routine checkup within the past year among adults aged >=18 years,0.26737939975354846,76.69815422670302,77.4
Idaho,Cassia,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,-0.658319304,E_TOTCR,0.5711096298136862,76.87814024354861,76.9
Idaho,Clearwater,% Unemployed,0.7399096481256157,Cervical cancer screening among adult women aged 21-65 years,-0.658319304,Visits to doctor for routine checkup within the past year among adults aged >=18 years,0.24684490398894793,75.92168465386969,75.9
Idaho,Franklin,% Food Insecure,0.8664533367386357,Obesity among adults aged >=18 years,0.6396968268712635,E_TOTCR,0.5711096298136862,78.06104553211759,78.9
Idaho,Gem,Cervical cancer screening among adult women aged 21-65 years,-0.991903353,Obesity among adults aged >=18 years,0.3793964581546717,E_PARK,0.3626331634337148,75.56929665190586,75.9
Idaho,Gooding,Cervical cancer screening among adult women aged 21-65 years,-0.7298016,E_TOTCR,0.5711096298136862,% Food Insecure,0.36180525861029295,76.31058248759248,76.4
